URL,Item_ID,Current_Time,Title,Price,Brand,Category,Size,Condition,Color,Material,Description,Favorites_Count,Upload_Date_Raw,Shipping_Cost,Shipping_Options_Count,Is_Boosted,Has_Buyer_Protection,Has_Item_Verification,Seller_User,Seller_Location,Last_Seen,Seller_Rating,Seller_Reviews_Count,Seller_distintivi,Seller_Is_Pro,Other_Items_Previewed_URLs
https://www.vinted.it/items/8885006435-prada-cups-grosse43,8885006435,20260511_17-03,Prada Cups (Größe:43),119.0,Prada,Scarpe da ginnastica,43,Nuovo con cartellino,"Nero, Bianco",,"-Ich verkaufe meine Prada Cups!!!
-Schuhgröße:43
-Farbe: schwarz-weiß
- bei mehr Fragen melden!",2.0,12 min fa,2.95,1.0,True,True,True,niklasrapp,"Berlin, Germania",,4.9,22.0,['Annunci frequenti'],False,https://www.vinted.it/items/7258654030-under-amour|https://www.vinted.it/items/7298803882-reebok-sweater|https://www.vinted.it/items/7312398210-tommy-hilfiger-sweater|https://www.vinted.it/items/8247117093-trapstar-trikot|https://www.vinted.it/items/8373095386-nike-jordans|https://www.vinted.it/items/8483635340-ralph-lauren-longsleve-vintage|https://www.vinted.it/items/8483992218-g-star-jeans-vintage|https://www.vinted.it/items/8484047950-flared-jeans|https://www.vinted.it/items/8651559543-dropsize-shorts|https://www.vinted.it/items/8842611030-ralph-lauren-zipper-vintage-grosse-170|https://www.vinted.it/items/8842843869-lacoste-polo|https://www.vinted.it/items/8842954563-vintage-ralph-lauren-longsleeve|https://www.vinted.it/items/8842987571-jogging-hose-grosse-s|https://www.vinted.it/items/8843029611-adidas-vintage-zipper
https://www.vinted.it/items/8884968447-autry-noir-et-blanche,8884968447,20260511_17-04,Autry noir et blanche,160.0,Autry,Scarpe da ginnastica,38,Nuovo senza cartellino,"Bianco, Nero",,"Jamais mises 
Neuves 
Prix de base: 190€ 
Taille 38",1.0,16 min fa,2.99,1.0,True,True,True,florence.dorval,"Bouge, Belgio",,4.8,148.0,['Annunci frequenti'],False,https://www.vinted.it/items/7347878008-bandeaux|https://www.vinted.it/items/7347952587-chemise-blanche|https://www.vinted.it/items/7348075538-jupe-short-en-jeans|https://www.vinted.it/items/7366043908-longue-jupe-leopard|https://www.vinted.it/items/7382004227-sac-en-cuir|https://www.vinted.it/items/7439579941-pull-zara|https://www.vinted.it/items/7978478332-haut-noir|https://www.vinted.it/items/7978508797-pull-vero-moda-bleu|https://www.vinted.it/items/8036994006-pull-beige|https://www.vinted.it/items/8037063891-pull-brun|https://www.vinted.it/items/8037118233-gilet-rose-et-vert|https://www.vinted.it/items/8224093789-clavier-trust|https://www.vinted.it/items/8562779858-pull-bleu|https://www.vinted.it/items/8562859027-bomber-gris|https://www.vinted.it/items/8562886120-pull-pegador|https://www.vinted.it/items/8562901433-pull-a-pois|https://www.vinted.it/items/8562924482-pull-ligne|https://www.vinted.it/items/8681512370-trench-beige|https://www.vinted.it/items/8759884406-jogging-aybl|https://www.vinted.it/items/8760049713-ecouteurs
https://www.vinted.it/items/8885017432-schwarz-weisse-schuhe-grosse-44-streetwear-style,8885017432,20260511_17-04,Schwarz Weiße Schuhe | Größe 44 | Streetwear Style,105.0,sonstiges,Scarpe da ginnastica,44,Nuovo senza cartellino,"Nero, Bianco",,"Ungetragen und neu 
Sehr stylisch 
Akzente in schwarz und weiß 
Größe 44 

 #44
... altro",,11 min fa,2.95,1.0,True,True,False,matti_12341,"Bezirk Eimsbüttel, Germania",,4.7,90.0,['Annunci frequenti'],False,https://www.vinted.it/items/8572522876-g-star-crewneck-grau-mit-punkten-grosse-l|https://www.vinted.it/items/8573726192-tommy-hilfiger-t-shirt-grosse-xxl|https://www.vinted.it/items/8573765543-jack-jones-quarterzip-elegant-grosse-l|https://www.vinted.it/items/8578812458-cruyff-t-shirt-schwarz-grosse-xl|https://www.vinted.it/items/8578847230-joop-polo-shirt-grosse-xxl-xl|https://www.vinted.it/items/8651022328-grauer-zipper-james-joe-grosse-xxl-streetwear-vintage|https://www.vinted.it/items/8651037374-jack-jones-taco-t-shirt|https://www.vinted.it/items/8670569928-titus-t-shirt-grau-xxl-vintage|https://www.vinted.it/items/8675669372-ralph-lauren-vintage-pullover-grosse-xxxl-xxl|https://www.vinted.it/items/8675691131-calvin-klein-jeans-pullover-grau-grosse-xl|https://www.vinted.it/items/8675697467-mazine-hoodie-xl-vintage-style|https://www.vinted.it/items/8731260426-massive-dynamic-t-shirt-dunkeleblau-grosse-l|https://www.vinted.it/items/8756512671-lacoste-t-shirt-xxl-vintage-style|https://www.vinted.it/items/8756536118-polo-ralph-lauren-zipper-grun-xl|https://www.vinted.it/items/8848753114-roter-hoodie-ca-grosse-l|https://www.vinted.it/items/8881821610-real-madrid-trikot-pink-grosse-m-retro-vintage|https://www.vinted.it/items/8884623895-schwarz-weisse-schuhe-muster-grosse-45-streetwear-style|https://www.vinted.it/items/8884667048-birkenstocks-grosse-45-farbe-braun|https://www.vinted.it/items/8884773147-schuhe-schwarz-weiss-grosse-45|https://www.vinted.it/items/8885094073-schuhe-blau-weiss-grosse-45-streetwear-style
https://www.vinted.it/items/8884727044-nike-shox-ride-2-sp-supreme-black,8884727044,20260511_17-05,Nike Shox Ride 2 SP Supreme Black,109.5,Nike x Supreme,Scarpe da ginnastica,42,Ottime,Nero,,"👟Zapatillas Shox Ride 2 color negro

⭐Su estado es perfecto, no presentan desgaste

📦Caja incluida, talla 42 

📸Puedo realizar más fotos

🚚Envío en 12 horas
... altro",2.0,40 min fa,2.65,1.0,True,True,True,silvia7750,"Monachil, Spagna",,4.7,14.0,['Annunci frequenti'],False,https://www.vinted.it/items/8091486621-apple-iphone-3-32gb|https://www.vinted.it/items/8644106388-pokeball|https://www.vinted.it/items/8861824109-birkenstock-boston-bs-marron-claro|https://www.vinted.it/items/8877305214-ganni-small-bou-bag-light-grey
https://www.vinted.it/items/8884017963-nike-air-jordan-5-nero-blu-sneakers-scarpe-streetwear,8884017963,20260511_17-05,Nike Air Jordan 5 Nero Blu Sneakers Scarpe Streetwear,150.0,Jordan,Scarpe da basket,43,Nuovo con cartellino,"Nero, Blu marino",,"Jordan 5 nere e blu in condizioni perfette.
Comodissime e super belle da indossare sia outfit streetwear che casual.

La scatola è molto rovinata, mentre le scarpe sono perfette.

Spedizione veloce 🚚
Per altre foto o informazioni scrivimi pure 🙂
... altro",18.0,un'ora fa,3.29,1.0,True,True,True,barzowear,"Padova, Italia",,5.0,10.0,['Annunci frequenti'],False,https://www.vinted.it/items/8502848977-the-north-face-giacca-nera-uomo-s-piumino-giubbotto-inverno-caldo-streetwear|https://www.vinted.it/items/8706104844-phobia-t-shirt-black-xl|https://www.vinted.it/items/8706218914-tuta-puma-nera|https://www.vinted.it/items/8884045896-jordan-5-black-blue-sneakers-nike-scarpe-streetwear
https://www.vinted.it/items/8880976019-sneakers-prada-uomodonna-pelle-scamosciata,8880976019,20260511_17-05,Sneakers Prada uomo/donna pelle scamosciata,12.0,Prada,Scarpe da ginnastica,39.5,Discrete,Beige,Pelle,"Sneakers originali Prada, acquistate molti anni fa da mio marito. Indossate, come si vede dalle condizioni generali del prodotto, ma ancora indossabili. Hanno bisogno di una bella pulita generale. Visto il colore possono essere sia da uomo che da donna. Numero 39/40 come si vede dal soletto. Colore grigio chiaro, pelle scamosciata
... altro",18.0,8 ore fa,2.29,1.0,False,True,False,superjuliaa2806,"San Romano, Italia",,4.9,111.0,['Annunci frequenti'],False,https://www.vinted.it/items/8374988748-pantalone-uomo-sergio-tacchini|https://www.vinted.it/items/8390735138-beauty-da-viaggio-delsey|https://www.vinted.it/items/8477564013-espadillas-a-righe|https://www.vinted.it/items/8643452795-borsetta-ragazzina-gola|https://www.vinted.it/items/8643573987-borsetta-vera-pelle|https://www.vinted.it/items/8649151170-gonna-estiva-bambina-dg-junior|https://www.vinted.it/items/8650464461-cappello-cerimonia|https://www.vinted.it/items/8673459814-vestito-leggero-rifle|https://www.vinted.it/items/8673494336-cappotto-cashemere-incidentato|https://www.vinted.it/items/8675445949-borsetta-antica-sartoria|https://www.vinted.it/items/8689418594-set-estivo-bambina-canottashorts-34anni|https://www.vinted.it/items/8700603921-vestitinocopricostume-effetto-pizzo|https://www.vinted.it/items/8733701743-2-magliette-boy-london|https://www.vinted.it/items/8733906781-jeans-ragazzina-calvin-klein|https://www.vinted.it/items/8734930621-zaino-nero-vera-pelle|https://www.vinted.it/items/8735002324-giacca-pelle-moto-donna|https://www.vinted.it/items/8746097612-jeans-please|https://www.vinted.it/items/8759519365-maglietta-elegante-signora|https://www.vinted.it/items/8880953082-mini-abito-svolazzante|https://www.vinted.it/items/8880962076-mocassini-vera-pelle-uomodonna
https://www.vinted.it/items/8882735551-sneakers-donna,8882735551,20260511_17-05,Sneakers donna,28.0,,Scarpe,39,Nuovo con cartellino,Nero,Pelle verniciata,Scarpe da ginnastica estiva donna con fiore e gioiello,3.0,4 ore fa,0.0,1.0,True,True,False,mar8232,"Novi Di Modena, Italia",,,,['Annunci frequenti'],False,https://www.vinted.it/items/8882678620-stivaletti-donna|https://www.vinted.it/items/8882692077-sandali-donna|https://www.vinted.it/items/8882709390-sandalo-donna|https://www.vinted.it/items/8882723469-sneakers-donna-estate|https://www.vinted.it/items/8882750111-sneakers-donna|https://www.vinted.it/items/8882765314-scarpe-da-ginnastica-donna-estate|https://www.vinted.it/items/8882782379-scarpe-da-ginnastica-donna|https://www.vinted.it/items/8882795456-scarpe-da-ginnastica-donna-estate|https://www.vinted.it/items/8882825801-scarpe-da-ginnastica|https://www.vinted.it/items/8882836949-scarpe-da-ginnastica|https://www.vinted.it/items/8882854308-scarpe-da-ginnastica-donna|https://www.vinted.it/items/8882871245-scarpe-da-ginnastica-donna|https://www.vinted.it/items/8882884684-scarpe-da-ginnastica-donna-con-strass|https://www.vinted.it/items/8882897076-scarpe-da-ginnastica-donna|https://www.vinted.it/items/8882908666-scarpe-da-ginnastica-donna|https://www.vinted.it/items/8882923008-stivaletto-donna-estate|https://www.vinted.it/items/8882934373-tronchetto-donna-estate|https://www.vinted.it/items/8882945587-stivaletto-donna-estate|https://www.vinted.it/items/8882955723-ballerina-donna-estate
https://www.vinted.it/items/8884813396-adidas-spezial-brown-39,8884813396,20260511_17-06,Adidas spezial brown - 39,60.0,adidas,Scarpe da ginnastica,39,Ottime,"Marrone, Bianco",,"Tamanho 39
Usadas uma vez apenas",20.0,33 min fa,2.59,1.0,True,True,False,ritacosta1705,,,4.6,21.0,['Annunci frequenti'],False,https://www.vinted.it/items/8865230010-nike-vomero-plus-white-size-39
https://www.vinted.it/items/8884270455-vintage-grey-puma-zipped-jacket-longsleeves-sportswear-woman-s,8884270455,20260511_17-06,Vintage grey Puma Zipped jacket longsleeves sportswear Woman S,14.8,Japan Style,Felpe e felpe con cappuccio,S / IT 40 / EU 36,Ottime,"Grigio, Bianco",,"Valuto offerte ragionevoli , NO FOTO INDOSSATO
misure in foto
condizioni 8/10 macchie lavabili



90' vintage 80s 70s 60s y2k year 2000 paw def deph elephant pants jeans mom boyfriend wide oversize indie aesthetic goth pinterest instagram outfit casual japan kawaii bohemian sweater diamond pattern leopard snake python pastel fur hood vest zip perfecto suspender swimsuit bezel coin purse leaf man woman child wide leg straight scarf pendants puffer coat down jacket sleeveless cotton wool sleeveless cow boot jogging short dress legging sport sexy zebra cardigan vest sweatshirt shirt plaid skirt laces monogram tartan tie and dye bustier jeans thrift style crop top hoodie hype jaded london streetwear fashion tumblr vibes girl winter party original look handmade unisex minimalist bob cap blazer jack pleated skirt patchwork tot bag flower bi material butterfly sleeve writing summer bootcut flared square platform retro chic handbag satchel baguette shoulder scrunchie scrunchie rare grunge original pinterestoutfit baggy oversize rich cactus oldmoney gorpcorp crop buggy hoodie track pants jogger felpa pullover sudadera universitaire taped blouson running force impermeable jacket basketball ball a bathing ape hoops elite running vent nrg sport sportswear track tracksuit pants pantalon jeans cargo jogging veste pull gilets swear hoodie crewneck capuche manche longues courtes original t shirt tee shirt shoes asap baseball hockey vintage old american vintage sneakers scarpe pull maglia maglietta camiseta felpa cargo fit slim uomo bianco nero blu football #y2k brand year 2000 00 90s 80s 70s Instagram skate workwear university USA college outdoor army veste parka big e Pantaloni pants pant pan talons single knee double doubleront double
... altro",17.0,un'ora fa,2.29,1.0,False,True,False,justingatlin67,"Milano, Italia",,4.9,18.0,['Annunci frequenti'],False,https://www.vinted.it/items/8884270806-vintage-blue-champion-zipped-hoodie-longsleeves-l|https://www.vinted.it/items/8884270905-vintage-grey-russel-athletics-hoodie-long-sleeves-widefit-retro-90s-man-l|https://www.vinted.it/items/8884271076-vintage-grey-sweatpants-widelegs-trackfit-sportswear-man-m|https://www.vinted.it/items/8884271116-vintage-black-g-a-p-hoodie-longsleeves-widefit-sportswear-woman-s|https://www.vinted.it/items/8884271144-vintage-blue-asics-zipped-long-sleeves-jacket-sportswear-90-man-xl|https://www.vinted.it/items/8884271169-vintage-blue-nike-sweatpants-widelegs-sportswear-man-s|https://www.vinted.it/items/8884271357-vintage-white-hollister-retro-hoodie-longsleeves-man-m|https://www.vinted.it/items/8884271402-vintage-blue-nike-trackpants-widelegs-zipped-sportswear-man-l|https://www.vinted.it/items/8884271434-vintage-black-adidas-sweatpants-widelegs-sportswear-trainin-fit-man-m|https://www.vinted.it/items/8884271473-vintage-grey-nike-air-jordan-jacket-longsleeves-zipped-sportswear-woman-s|https://www.vinted.it/items/8884271510-vintage-black-adidas-sweatpants-red-stripes-widelegs-sportswear-man-xl|https://www.vinted.it/items/8884271547-vintage-white-champion-hoodie-longsleeves-sportswear-man-2xl|https://www.vinted.it/items/8884271589-vintage-blue-puma-zipped-jacket-longsleeves-sportswear-man-l|https://www.vinted.it/items/8884271665-vintage-black-puma-sweatpants-widelegs-sportswear-man-xl|https://www.vinted.it/items/8884271699-vintage-red-levis-shirt-longsleeves-sportswear-man-m|https://www.vinted.it/items/8884271746-vintage-black-puma-sweatpants-widelegs-man-xxl|https://www.vinted.it/items/8884271771-vintage-black-college-lakers-jacket-longsleeves-sportswear-man-m|https://www.vinted.it/items/8884271824-vintage-blue-white-fila-jacket-longsleeves-sportswear-man-m|https://www.vinted.it/items/8884271852-vintage-black-adidas-hoodie-longsleeves-sportswear-man-l|https://www.vinted.it/items/8884271886-vintage-grey-adidas-sweatpants-widelegs-sportswear-retro-style-man-xl
https://www.vinted.it/items/8884950541-nike-p-6000-light-army-cargo-khaki-clair-militaire-phantome,8884950541,20260511_17-06,Nike P-6000 light army cargo khaki clair Militaire Phantome,120.0,Nike,Scarpe da ginnastica,42,Nuovo con cartellino,"Cachi, Grigio",,Nieuw in de doos‼️,,20 min fa,3.15,1.0,True,True,True,leyhart,,,,,[],False,https://www.vinted.it/items/8630118724-valentino-crossbodyheuptas|https://www.vinted.it/items/8884908703-nike-p-6000-se-smoke-greymetallic-silver
